grant	table.email_domains_block.linuxweb.DELETE	[true]
grant	table.email_domains_block.linuxweb.INSERT	[true]
grant	table.email_domains_block.linuxweb.SELECT	[true]
grant	table.email_domains_block.linuxweb.UPDATE	[true]
grant	table.groups.linuxweb.DELETE	[true]
grant	table.groups.linuxweb.INSERT	[true]
grant	table.groups.linuxweb.SELECT	[true]
grant	table.groups.linuxweb.UPDATE	[true]
grant	table.ignore_list.linuxweb.DELETE	[true]
grant	table.ignore_list.linuxweb.INSERT	[true]
grant	table.ignore_list.linuxweb.REFERENCES	[true]
grant	table.ignore_list.linuxweb.SELECT	[true]
grant	table.ignore_list.linuxweb.TRIGGER	[true]
grant	table.ignore_list.linuxweb.TRUNCATE	[true]
grant	table.ignore_list.linuxweb.UPDATE	[true]
grant	table.images.linuxweb.INSERT	[true]
grant	table.images.linuxweb.SELECT	[true]
grant	table.images.linuxweb.UPDATE	[true]
grant	table.memories.linuxweb.DELETE	[true]
grant	table.memories.linuxweb.INSERT	[true]
grant	table.memories.linuxweb.REFERENCES	[true]
grant	table.memories.linuxweb.SELECT	[true]
grant	table.memories.linuxweb.TRIGGER	[true]
grant	table.memories.linuxweb.TRUNCATE	[true]
grant	table.memories.linuxweb.UPDATE	[true]
grant	table.message_warnings.linuxweb.INSERT	[true]
grant	table.message_warnings.linuxweb.SELECT	[true]
grant	table.message_warnings.linuxweb.UPDATE	[true]
grant	table.monthly_stats.linuxweb.DELETE	[true]
grant	table.monthly_stats.linuxweb.INSERT	[true]
grant	table.monthly_stats.linuxweb.REFERENCES	[true]
grant	table.monthly_stats.linuxweb.SELECT	[true]
grant	table.monthly_stats.linuxweb.TRIGGER	[true]
grant	table.monthly_stats.linuxweb.TRUNCATE	[true]
grant	table.monthly_stats.linuxweb.UPDATE	[true]
grant	table.msgbase.linuxweb.INSERT	[true]
grant	table.msgbase.linuxweb.SELECT	[true]
grant	table.msgbase.linuxweb.UPDATE	[true]
grant	table.polls.linuxweb.DELETE	[true]
grant	table.polls.linuxweb.INSERT	[true]
grant	table.polls.linuxweb.SELECT	[true]
grant	table.polls.linuxweb.UPDATE	[true]
grant	table.polls_variants.linuxweb.DELETE	[true]
grant	table.polls_variants.linuxweb.INSERT	[true]
grant	table.polls_variants.linuxweb.SELECT	[true]
grant	table.polls_variants.linuxweb.UPDATE	[true]
grant	table.reactions_log.linuxweb.DELETE	[true]
grant	table.reactions_log.linuxweb.INSERT	[true]
grant	table.reactions_log.linuxweb.REFERENCES	[true]
grant	table.reactions_log.linuxweb.SELECT	[true]
grant	table.reactions_log.linuxweb.TRIGGER	[true]
grant	table.reactions_log.linuxweb.TRUNCATE	[true]
grant	table.reactions_log.linuxweb.UPDATE	[true]
grant	table.sections.linuxweb.DELETE	[true]
grant	table.sections.linuxweb.SELECT	[true]
grant	table.sections.linuxweb.UPDATE	[true]
grant	table.tags.linuxweb.DELETE	[true]
grant	table.tags.linuxweb.INSERT	[true]
grant	table.tags.linuxweb.REFERENCES	[true]
grant	table.tags.linuxweb.SELECT	[true]
grant	table.tags.linuxweb.TRIGGER	[true]
grant	table.tags.linuxweb.TRUNCATE	[true]
grant	table.tags.linuxweb.UPDATE	[true]
grant	table.tags_synonyms.linuxweb.DELETE	[true]
grant	table.tags_synonyms.linuxweb.INSERT	[true]
grant	table.tags_synonyms.linuxweb.REFERENCES	[true]
grant	table.tags_synonyms.linuxweb.SELECT	[true]
grant	table.tags_synonyms.linuxweb.TRIGGER	[true]
grant	table.tags_synonyms.linuxweb.TRUNCATE	[true]
grant	table.tags_synonyms.linuxweb.UPDATE	[true]
grant	table.tags_values.linuxweb.DELETE	[true]
