methods,path,spring_path,params,headers,consumes,produces,controller,handler,source_language,response_body,response_kind,response_status,response_content_types,request_params,path_variables,model_attributes,controller_model_attributes,controller_exception_handlers,form_fields,model_keys,view_names,source,line,annotation,class_annotation
GET,/edit.jsp,/edit.jsp,,,,,EditTopicController,showEditForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/edit.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],"[{""name"":""form"",""parameter"":""form"",""type"":""EditTopicRequest"",""fields"":[""bonus"",""editorBonus"",""fromHistory"",""images"",""lastEdit"",""linktext"",""minor"",""msg"",""msgid"",""multiselect"",""newPoll"",""poll"",""tags"",""title"",""uploadedImages"",""url""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"bonus,editorBonus,fromHistory,images,lastEdit,linktext,minor,msg,msgid,multiselect,newPoll,poll,tags,title,uploadedImages,url",,edit,src/main/scala/ru/org/linux/topic/EditTopicController.scala,90,"@RequestMapping(value = Array(""/edit.jsp""), method = Array(RequestMethod.GET))",
POST,/edit.jsp,/edit.jsp,,,,,EditTopicController,edit,scala,False,redirect-or-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/add-done-moderated.jsp page directive"",""confidence"":""high""},{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/edit.jsp page directive"",""confidence"":""high""}]","[{""name"":""chgrp"",""parameter"":""changeGroupId"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""title"",""parameter"":null,""type"":null,""required"":null,""default"":null,""source"":""direct-getParameter"",""confidence"":""medium""},{""name"":""preview"",""parameter"":null,""type"":null,""required"":null,""default"":null,""source"":""direct-getParameter"",""confidence"":""medium""},{""name"":""commit"",""parameter"":null,""type"":null,""required"":null,""default"":null,""source"":""direct-getParameter"",""confidence"":""medium""},{""name"":""publish"",""parameter"":null,""type"":null,""required"":null,""default"":null,""source"":""direct-getParameter"",""confidence"":""medium""}]",[],"[{""name"":""form"",""parameter"":""form"",""type"":""EditTopicRequest"",""fields"":[""bonus"",""editorBonus"",""fromHistory"",""images"",""lastEdit"",""linktext"",""minor"",""msg"",""msgid"",""multiselect"",""newPoll"",""poll"",""tags"",""title"",""uploadedImages"",""url""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"bonus,editorBonus,fromHistory,images,lastEdit,linktext,minor,msg,msgid,multiselect,newPoll,poll,tags,title,uploadedImages,url",,"add-done-moderated,edit",src/main/scala/ru/org/linux/topic/EditTopicController.scala,233,"@RequestMapping(value = Array(""/edit.jsp""), method = Array(RequestMethod.POST))",
GET,/edit_comment,/edit_comment,,,,,EditCommentController,editCommentShowHandler,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/edit_comment.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""commentRequest"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,edit_comment,src/main/scala/ru/org/linux/comment/EditCommentController.scala,54,"@RequestMapping(value = Array(""/edit_comment""), method = Array(RequestMethod.GET))",
POST,/edit_comment,/edit_comment,,,,,EditCommentController,editCommentPostHandler,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/edit_comment.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""commentRequest"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,edit_comment,src/main/scala/ru/org/linux/comment/EditCommentController.scala,96,"@RequestMapping(value = Array(""/edit_comment""), method = Array(RequestMethod.POST))",
ANY,/errors/403,/errors/403,,,,,HttpErrorController,handle403,scala,False,unknown,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/site/HttpErrorController.scala,25,"@RequestMapping(Array(""/errors/403""))",
ANY,/errors/404,/errors/404,,,,,HttpErrorController,handle404,scala,False,unknown,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/site/HttpErrorController.scala,22,"@RequestMapping(Array(""/errors/404""))",
ANY,/forum,/forum,,,,,SectionController,forum,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/forum.jsp page directive"",""confidence"":""high""}]",[],[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""Set[Int]"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,forum,src/main/scala/ru/org/linux/section/SectionController.scala,30,"@RequestMapping(path = Array(""/forum""))",
ANY,/forum/lenta,/forum/lenta,,,,,TopicListController,forum,scala,False,html-view,,[],"[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,"rssLink,url",,src/main/scala/ru/org/linux/topic/TopicListController.scala,185,"@RequestMapping(path = Array(""/forum/lenta""))",
ANY,/forum/{group},/forum/{group},,,,,GroupController,forum,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/errors/code404.jsp page directive"",""confidence"":""high""}]","[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""false"",""parameter"":""lastmod"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""},{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""false"",""parameter"":""showDeleted"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""},{""name"":""showignored"",""parameter"":""showIgnored"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,errors/code404,src/main/scala/ru/org/linux/group/GroupController.scala,104,"@RequestMapping(path = Array(""/forum/{group}""))",
ANY,/forum/{group}/archive,/forum/{group}/archive,,,,,ArchiveController,forumArchive,scala,False,html-view,,[],[],"[{""name"":""group"",""parameter"":""group"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/ArchiveController.scala,88,"@RequestMapping(path = Array(""/forum/{group}/archive""))",
ANY,/forum/{group}/{id}/history,/forum/{group}/{id}/history,,,,,EditHistoryController,showEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,35,"@RequestMapping(Array(""/news/{group}/{id}/history"", ""/forum/{group}/{id}/history"", ""/gallery/{group}/{id}/history"", ""/polls/{group}/{id}/history"", ""/articles/{group}/{id}/history""))",
ANY,/forum/{group}/{id}/{commentid}/history,/forum/{group}/{id}/{commentid}/history,,,,,EditHistoryController,showCommentEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""commentid"",""parameter"":""commentId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,60,"@RequestMapping(Array(""/news/{group}/{id}/{commentid}/history"", ""/forum/{group}/{id}/{commentid}/history"", ""/gallery/{group}/{id}/{commentid}/history"", ""/polls/{group}/{id}/{commentid}/history"", ""/articles/{group}/{id}/{commentid}/history""))",
ANY,/forum/{group}/{year}/{month},/forum/{group}/{year:\\d{4}}/{month:\\d+},,,,,GroupController,forumArchive,scala,False,html-view,,[],"[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""showignored"",""parameter"":""showIgnored"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""year"",""parameter"":""year"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""month"",""parameter"":""month"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/group/GroupController.scala,71,"@RequestMapping(path = Array(""/forum/{group}/{year:\\d{4}}/{month:\\d+}""))",
ANY,/gallery.boxlet,/gallery.boxlet,,,,,GalleryBoxlet,getData,java,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/boxlets/gallery.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,items,boxlets/gallery,src/main/java/ru/org/linux/gallery/GalleryBoxlet.java,38,"@RequestMapping(""/gallery.boxlet"")",
ANY,/gallery/archive,/gallery/archive,,,,,ArchiveController,galleryArchive,scala,False,html-view,,[],[],[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/ArchiveController.scala,76,"@RequestMapping(path = Array(""/gallery/archive""))",
ANY,/gallery/{group}/{id}/history,/gallery/{group}/{id}/history,,,,,EditHistoryController,showEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,35,"@RequestMapping(Array(""/news/{group}/{id}/history"", ""/forum/{group}/{id}/history"", ""/gallery/{group}/{id}/history"", ""/polls/{group}/{id}/history"", ""/articles/{group}/{id}/history""))",
ANY,/gallery/{group}/{id}/{commentid}/history,/gallery/{group}/{id}/{commentid}/history,,,,,EditHistoryController,showCommentEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""commentid"",""parameter"":""commentId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,60,"@RequestMapping(Array(""/news/{group}/{id}/{commentid}/history"", ""/forum/{group}/{id}/{commentid}/history"", ""/gallery/{group}/{id}/{commentid}/history"", ""/polls/{group}/{id}/{commentid}/history"", ""/articles/{group}/{id}/{commentid}/history""))",
ANY,/group-lastmod.jsp,/group-lastmod.jsp,,,,,GroupController,topicsLastmod,scala,False,redirect-or-view,,[],"[{""name"":""group"",""parameter"":""groupId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""offset"",""parameter"":""offsetObject"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/group/GroupController.scala,59,"@RequestMapping(path = Array(""/group-lastmod.jsp""))",
ANY,/group.jsp,/group.jsp,,,,,GroupController,topics,scala,False,redirect-or-view,,[],"[{""name"":""group"",""parameter"":""groupId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""offset"",""parameter"":""offsetObject"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/group/GroupController.scala,47,"@RequestMapping(path = Array(""/group.jsp""))",
GET,/groupmod.jsp,/groupmod.jsp,,,,,GroupModificationController,showForm,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/groupmod.jsp page directive"",""confidence"":""high""}]","[{""name"":""group"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,groupmod,src/main/scala/ru/org/linux/group/GroupModificationController.scala,30,"@RequestMapping(value = Array(""/groupmod.jsp""), method = Array(RequestMethod.GET))",
POST,/groupmod.jsp,/groupmod.jsp,,,,,GroupModificationController,modifyGroup,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""},{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/groupmod.jsp page directive"",""confidence"":""high""}]","[{""name"":""group"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""title"",""parameter"":""title"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""info"",""parameter"":""info"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""urlName"",""parameter"":""urlName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""longinfo"",""parameter"":""longInfo"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""preview"",""parameter"":""preview"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""resolvable"",""parameter"":""resolvable"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,"action-done,groupmod",src/main/scala/ru/org/linux/group/GroupModificationController.scala,44,"@RequestMapping(value = Array(""/groupmod.jsp""), method = Array(RequestMethod.POST))",
ANY,/help/{page},/help/{page},,,,,HelpController,helpPage,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/help.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""page"",""parameter"":""page"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""HelpPageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""Map[String, String]"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,help,src/main/scala/ru/org/linux/help/HelpController.scala,34,"@RequestMapping(path = Array(""/help/{page}""))",
ANY,/index.jsp,/index.jsp,,,,,MainPageController,mainPage,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/index.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,index,src/main/scala/ru/org/linux/spring/MainPageController.scala,40,"@RequestMapping(path = Array(""/"", ""/index.jsp""))",
"GET,HEAD",/jump-message.jsp,/jump-message.jsp,,,,,TopicController,jumpMessage,scala,False,redirect-or-view,,[],"[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""page"",""parameter"":""page"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""cid"",""parameter"":""cid"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleMessageNotFoundException"",""exceptions"":[""MessageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicController.scala,450,"@RequestMapping(value = Array(""/jump-message.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
"GET,HEAD",/login.jsp,/login.jsp,,,,,LoginController,loginForm,scala,False,redirect-or-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/login-form.jsp page directive"",""confidence"":""high""}]","[{""name"":""from"",""parameter"":""from"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,login-form,src/main/scala/ru/org/linux/auth/LoginController.scala,131,"@RequestMapping(value = Array(""/login.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
POST,/login_process,/login_process,,,,,LoginController,loginProcess,scala,False,redirect-or-view,,[],[],[],"[{""name"":""loginForm"",""parameter"":""form"",""type"":""LoginForm"",""fields"":[""nick"",""passwd"",""redirectUrl""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"nick,passwd,redirectUrl",,,src/main/scala/ru/org/linux/auth/LoginController.scala,54,"@RequestMapping(value = Array(""/login_process""), method = Array(RequestMethod.POST))",
POST,/logout,/logout,,,,,LoginController,logout,scala,False,redirect-or-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/auth/LoginController.scala,107,"@RequestMapping(value = Array(""/logout""), method = Array(RequestMethod.POST))",
GET,/logout,/logout,,,,,LoginController,logoutLink,scala,False,redirect-or-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/auth/LoginController.scala,124,"@RequestMapping(value = Array(""/logout"", ""/logout_all_sessions""), method = Array(RequestMethod.GET))",
POST,/logout_all_sessions,/logout_all_sessions,,,,,LoginController,logoutAllDevices,scala,False,html-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/auth/LoginController.scala,118,"@RequestMapping(value = Array(""/logout_all_sessions""), method = Array(RequestMethod.POST))",
GET,/logout_all_sessions,/logout_all_sessions,,,,,LoginController,logoutLink,scala,False,redirect-or-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/auth/LoginController.scala,124,"@RequestMapping(value = Array(""/logout"", ""/logout_all_sessions""), method = Array(RequestMethod.GET))",
GET,/lostpwd.jsp,/lostpwd.jsp,,,,,LostPasswordController,showForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/lostpwd-form.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""LostPasswordRequest"",""fields"":[""email""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],email,,lostpwd-form,src/main/scala/ru/org/linux/user/LostPasswordController.scala,42,@RequestMapping(method = Array(RequestMethod.GET)),"@RequestMapping(Array(""/lostpwd.jsp""))"
POST,/lostpwd.jsp,/lostpwd.jsp,,,,,LostPasswordController,sendPassword,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""LostPasswordRequest"",""fields"":[""email""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],email,,action-done,src/main/scala/ru/org/linux/user/LostPasswordController.scala,47,@RequestMapping(method = Array(RequestMethod.POST)),"@RequestMapping(Array(""/lostpwd.jsp""))"
POST,/markup/preview,/markup/preview,,,,application/json; charset=UTF-8,MarkupPreviewController,preview,scala,True,json,,"[{""value"":""application/json; charset=UTF-8"",""source"":""RequestMapping.produces"",""confidence"":""high""}]","[{""name"":""text"",""parameter"":""text"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""markup"",""parameter"":""markupFormId"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/markup/MarkupPreviewController.scala,34,"@RequestMapping(path = Array(""/preview""), method = Array(RequestMethod.POST), produces = Array(""application/json; charset=UTF-8""))","@RequestMapping(path = Array(""/markup""))"
POST,/memories.jsp,/memories.jsp,add,,,,MemoriesController,add,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""watch"",""parameter"":""watch"",""type"":""Boolean"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/MemoriesController.scala,28,"@RequestMapping(value = Array(""/memories.jsp""), params = Array(""add""), method = Array(RequestMethod.POST))",
POST,/memories.jsp,/memories.jsp,remove,,,,MemoriesController,remove,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/MemoriesController.scala,50,"@RequestMapping(value = Array(""/memories.jsp""), params = Array(""remove""), method = Array(RequestMethod.POST))",
POST,/mt.jsp,/mt.jsp,,,,,TopicModificationController,moveTopic,scala,False,redirect,,[],"[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""moveto"",""parameter"":""newgr"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,99,"@RequestMapping(value = Array(""/mt.jsp""), method = Array(RequestMethod.POST))",
GET,/mt.jsp,/mt.jsp,,,,,TopicModificationController,moveToForumForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/mtn.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,mtn,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,119,"@RequestMapping(value = Array(""/mt.jsp""), method = Array(RequestMethod.GET))",
GET,/mtn.jsp,/mtn.jsp,,,,,TopicModificationController,movePremoderatedForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/mtn.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,mtn,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,134,"@RequestMapping(value = Array(""/mtn.jsp""), method = Array(RequestMethod.GET))",
ANY,/news/archive,/news/archive,,,,,ArchiveController,newsArchive,scala,False,html-view,,[],[],[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/ArchiveController.scala,79,"@RequestMapping(path = Array(""/news/archive""))",
ANY,/news/{group}/{id}/history,/news/{group}/{id}/history,,,,,EditHistoryController,showEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,35,"@RequestMapping(Array(""/news/{group}/{id}/history"", ""/forum/{group}/{id}/history"", ""/gallery/{group}/{id}/history"", ""/polls/{group}/{id}/history"", ""/articles/{group}/{id}/history""))",
ANY,/news/{group}/{id}/{commentid}/history,/news/{group}/{id}/{commentid}/history,,,,,EditHistoryController,showCommentEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""commentid"",""parameter"":""commentId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,60,"@RequestMapping(Array(""/news/{group}/{id}/{commentid}/history"", ""/forum/{group}/{id}/{commentid}/history"", ""/gallery/{group}/{id}/{commentid}/history"", ""/polls/{group}/{id}/{commentid}/history"", ""/articles/{group}/{id}/{commentid}/history""))",
POST,/notifications,/notifications,,,,,UserEventController,resetNotifications,scala,False,redirect,,[],"[{""name"":""topId"",""parameter"":""topId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/user/UserEventController.scala,58,"@RequestMapping(value = Array(""/notifications""), method = Array(RequestMethod.POST))",
"GET,HEAD",/notifications,/notifications,,,,,UserEventController,showNotifications,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/show-replies.jsp page directive"",""confidence"":""high""},{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/show-replies-new.jsp page directive"",""confidence"":""high""}]","[{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":""all"",""source"":""annotation"",""confidence"":""high""},{""name"":""offset"",""parameter"":""offsetRaw"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,"show-replies,show-replies-new",src/main/scala/ru/org/linux/user/UserEventController.scala,126,"@RequestMapping(value = Array(""/notifications""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
