methods,path,spring_path,params,headers,consumes,produces,controller,handler,source_language,response_body,response_kind,response_status,response_content_types,request_params,path_variables,model_attributes,controller_model_attributes,controller_exception_handlers,form_fields,model_keys,view_names,source,line,annotation,class_annotation
POST,/user-filter/ignore-tag,/user-filter/ignore-tag,del,Accept=application/json,,,UserFilterController,ignoreTagDelJSON,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,250,"@RequestMapping(value = Array(""/user-filter/ignore-tag""), method = Array(RequestMethod.POST), params = Array(""del""), headers = Array(""Accept=application/json""))",
POST,/user-filter/ignore-user,/user-filter/ignore-user,add,,,,UserFilterController,listAdd,scala,False,redirect-or-view,,[],"[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,67,"@RequestMapping(value = Array(""/user-filter/ignore-user""), method = Array(RequestMethod.POST), params = Array(""add""))",
POST,/user-filter/ignore-user,/user-filter/ignore-user,del,,,,UserFilterController,listDel,scala,False,redirect-or-view,,[],"[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,90,"@RequestMapping(value = Array(""/user-filter/ignore-user""), method = Array(RequestMethod.POST), params = Array(""del""))",
POST,/usermod.jsp,/usermod.jsp,action=block,,,,UserModificationController,blockUser,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,92,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=block""))",
POST,/usermod.jsp,/usermod.jsp,action=score50,,,,UserModificationController,score50,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,116,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=score50""))",
POST,/usermod.jsp,/usermod.jsp,action=unblock,,,,UserModificationController,unblockUser,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,133,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=unblock""))",
POST,/usermod.jsp,/usermod.jsp,action=block-n-delete-comments,,,,UserModificationController,blockAndMassiveDeleteCommentUser,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/delip.jsp page directive"",""confidence"":""high""}]","[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,delip,src/main/scala/ru/org/linux/user/UserModificationController.scala,152,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=block-n-delete-comments""))",
POST,/usermod.jsp,/usermod.jsp,action=toggle_corrector,,,,UserModificationController,toggleUserCorrector,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,191,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=toggle_corrector""))",
POST,/usermod.jsp,/usermod.jsp,action=reset-password,,,,UserModificationController,resetPassword,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,action-done,src/main/scala/ru/org/linux/user/UserModificationController.scala,210,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=reset-password""))",
POST,/usermod.jsp,/usermod.jsp,action=remove_userinfo,,,,UserModificationController,removeUserInfo,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,231,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=remove_userinfo""))",
POST,/usermod.jsp,/usermod.jsp,action=remove_town,,,,UserModificationController,removeTown,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,245,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=remove_town""))",
POST,/usermod.jsp,/usermod.jsp,action=remove_url,,,,UserModificationController,removeUrl,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,256,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=remove_url""))",
POST,/usermod.jsp,/usermod.jsp,action=freeze,,,,UserModificationController,freezeUser,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""shift"",""parameter"":""shift"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,291,"@RequestMapping(value = Array(""/usermod.jsp""), method = Array(RequestMethod.POST), params = Array(""action=freeze""))",
"GET,HEAD",/view-all.jsp,/view-all.jsp,,,,,UncommitedTopicsController,viewAll,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/view-all.jsp page directive"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionId"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,"addLink,addLinkReason,deletedTopics,messages,section,title",view-all,src/main/scala/ru/org/linux/topic/UncommitedTopicsController.scala,37,@RequestMapping,"@RequestMapping(value = Array(""/view-all.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD))"
ANY,/view-deleted,/view-deleted,,,,,DeletedCommentController,viewDeleted,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/view-deleted.jsp page directive"",""confidence"":""high""}]","[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,view-deleted,src/main/scala/ru/org/linux/comment/DeletedCommentController.scala,35,"@RequestMapping(Array(""/view-deleted""))",
ANY,/view-message.jsp,/view-message.jsp,,,,,TopicController,getMessageOld,scala,False,redirect-or-view,,[],"[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""page"",""parameter"":""page"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""lastmod"",""parameter"":""lastmod"",""type"":""java.lang.Long"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""output"",""parameter"":""output"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleMessageNotFoundException"",""exceptions"":[""MessageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicController.scala,359,"@RequestMapping(path = Array(""/view-message.jsp""))",
"GET,HEAD",/view-news.jsp,/view-news.jsp,tag,,,,TagTopicListController,tagFeedOld,scala,False,redirect-or-view,,[],"[{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TagTopicListController.scala,168,"@RequestMapping( value = Array(""/view-news.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD), params = Array(""tag""))",
ANY,/view-section.jsp,/view-section.jsp,,,,,SectionController,oldLink,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/errors/code404.jsp page directive"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""Set[Int]"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,errors/code404,src/main/scala/ru/org/linux/section/SectionController.scala,45,"@RequestMapping(value = Array(""/view-section.jsp""))",
POST,/vote.jsp,/vote.jsp,,,,,VoteController,vote,scala,False,redirect-or-view,,[],"[{""name"":""vote"",""parameter"":""votes"",""type"":""Array[Int]"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""voteid"",""parameter"":""voteid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/poll/VoteController.scala,30,"@RequestMapping(value = Array(""/vote.jsp""), method = Array(RequestMethod.POST))",
ANY,/whois.jsp,/whois.jsp,,,,,WhoisController,getInfo,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/errors/good-penguin.jsp page directive"",""confidence"":""high""},{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/errors/user-banned.jsp page directive"",""confidence"":""high""}]","[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserBanedException"",""exceptions"":[""UserBanedException""],""response_status"":""FORBIDDEN"",""return_type"":""UserNotFoundException): ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""},{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,"msgHeader,msgMessage,msgTitle","errors/good-penguin,errors/user-banned",src/main/scala/ru/org/linux/user/WhoisController.scala,173,"@RequestMapping(path = Array(""/whois.jsp""))",
GET,/yandex-tableau,/yandex-tableau,,,,application/json,UserEventApiController,getYandexWidget,scala,True,json,,"[{""value"":""application/json"",""source"":""RequestMapping.produces"",""confidence"":""high""}]",[],[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserEventApiController.scala,47,"@RequestMapping(value = Array(""/yandex-tableau""), method = Array(RequestMethod.GET), produces = Array(""application/json""))",
ANY,/{section}/,/{section:(?:news)|(?:polls)|(?:articles)|(?:gallery)}/,,,,,TopicListController,topics,scala,False,html-view,,[],"[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,"rssLink,url",,src/main/scala/ru/org/linux/topic/TopicListController.scala,167,"@RequestMapping(path = Array(""/{section:(?:news)|(?:polls)|(?:articles)|(?:gallery)}/""))",
ANY,/{section}/archive/{year}/{month},/{section}/archive/{year:\\d{4}}/{month},,,,,TopicListController,sectionArchive,scala,False,redirect-or-view,,[],[],"[{""name"":""section"",""parameter"":""section"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""year"",""parameter"":""year"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""month"",""parameter"":""month"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicListController.scala,218,"@RequestMapping(path = Array(""/{section}/archive/{year:\\d{4}}/{month}""))",
ANY,/{section}/{group},/{section:(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group:[^.]+},,,,,TopicListController,topicsByGroup,scala,False,html-view,,[],"[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,url,,src/main/scala/ru/org/linux/topic/TopicListController.scala,203,"@RequestMapping(path = Array(""/{section:(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group:[^.]+}""))",
ANY,/{section}/{group}/{id},/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id},,,,,TopicController,getMessageMain,scala,False,redirect-or-view,,[],"[{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""cid"",""parameter"":""cid"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""deleted"",""parameter"":""deleted"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""skipdeleted"",""parameter"":""skipDeleted"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleMessageNotFoundException"",""exceptions"":[""MessageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicController.scala,98,"@RequestMapping(value = Array(""/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id}""))",
GET,/{section}/{group}/{id}/page{page},/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id}/page{page},,,,,TopicController,getMessagePage,scala,False,redirect-or-view,,[],"[{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""page"",""parameter"":""page"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleMessageNotFoundException"",""exceptions"":[""MessageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicController.scala,127,"@RequestMapping(value = Array(""/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id}/page{page}""), method = Array(RequestMethod.GET))",
GET,/{section}/{group}/{id}/thread/{threadRoot},/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id}/thread/{threadRoot},,,,,TopicController,getMessageThread,scala,False,html-view,,[],"[{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""group"",""parameter"":""groupName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""threadRoot"",""parameter"":""threadRoot"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleMessageNotFoundException"",""exceptions"":[""MessageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicController.scala,143,"@RequestMapping(value = Array(""/{section:(?:forum)|(?:news)|(?:polls)|(?:articles)|(?:gallery)}/{group}/{id}/thread/{threadRoot}""), method = Array(RequestMethod.GET))",
